ds,yhat,yhat_lower,yhat_upper
1980-02-01,115.22831294279749,114.60076396490126,115.84855946784755
1980-02-04,115.74440122924553,115.12335251807248,116.45610444890096
1980-02-05,116.04728290086656,115.37695730385126,116.74848409284459
1980-02-06,116.78904607670057,116.14674275554927,117.5035966600903
1980-02-07,116.50326804547997,115.7915670900011,117.23031705703161
1980-02-08,116.9619220801436,116.18547444488973,117.72547695538206
1980-02-11,117.47801036659163,116.58997698433778,118.49434981459441
1980-02-12,117.78089203821276,116.79893777530117,118.82661388102304
1980-02-13,118.52265521404675,117.49720318608072,119.63908907905835
1980-02-14,118.23687718282605,117.03575657299444,119.41212683052876
1980-02-15,118.69553121748991,117.40662290090911,120.16644604924647
1980-02-19,119.51450117555878,117.741584362498,121.3649899403012
1980-02-20,120.2562643513928,118.33113148069482,122.24682746578691
1980-02-21,119.9704863201722,117.89165182114223,122.11163650665866
1980-02-22,120.42914035483584,118.21957178538561,122.74251607900547
1980-02-25,120.94522864128382,118.24259021433157,123.82263884720447
1980-02-26,121.24811031290481,118.37311943276654,124.21085337649374
1980-02-27,121.98987348873891,118.96192642205101,125.16775695710004
1980-02-28,121.70409545751824,118.40346504158047,125.08147679091509
1980-02-29,122.16274949218194,118.71344416076072,125.69676332202299
1980-03-03,111.55467545635305,110.67909166478547,112.39343806735639
1980-03-04,111.46643231274392,110.61913359775684,112.30524630137758
1980-03-05,111.72136268220906,110.92158854083888,112.58462026291771
1980-03-06,110.96329649398812,110.10759365731357,111.76781164508503
1980-03-07,111.0273693709943,110.09536930160351,111.9476497713735
1980-03-10,109.6267663273935,108.55162236822194,110.6782785870864
1980-03-11,109.53852318378382,108.4180416189057,110.65319319705614
1980-03-12,109.79345355324914,108.67476493594235,110.9431483616927
1980-03-13,109.03538736502833,107.82202612353493,110.24315767308204
1980-03-14,109.09946024203437,107.7965045931518,110.4658320484063
1980-03-17,107.69885719843354,106.06665721505922,109.29444589163016
1980-03-18,107.61061405482401,105.93159316353456,109.29980576591757
1980-03-19,107.86554442428941,106.12614848145422,109.67798317614749
1980-03-20,107.10747823606842,105.19458304400482,109.03754802916838
1980-03-21,107.17155111307444,105.01309350418475,109.20983323084367
1980-03-24,105.77094806947359,103.27437577347783,108.38260953423921
1980-03-25,105.6827049258638,103.07682359013641,108.40557263723025
1980-03-26,105.93763529532949,103.16439997632322,108.76715638374398
1980-03-27,105.17956910710846,102.17701932741657,108.17133752028329
1980-03-28,105.24364198411446,102.20572434993038,108.38533369250578
1980-03-31,103.84303894051324,100.12566656788864,107.51697046085684
1980-04-01,97.49697362809208,95.9474145827788,98.81026088591722
1980-04-02,97.24309249115908,95.87750790691828,98.5474946157008
1980-04-03,96.19370560655285,94.81518196817025,97.53334396085033
